Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z
23430,1.28,Ideal,E,VS1,61.7,57.0,11419,6.93,6.97,4.29
45369,0.52,Ideal,G,VS1,61.7,57.0,1665,5.16,5.18,3.19
53244,0.63,Ideal,F,VS1,62.3,56.0,2644,5.46,5.49,3.41
30955,0.32,Very Good,I,VS2,62.8,58.0,449,4.33,4.37,2.73
24446,1.5,Ideal,H,VS1,62.4,56.0,12702,7.29,7.34,4.57
9667,1.35,Ideal,G,I1,62.5,57.0,4643,7.04,7.01,4.39
13295,1.06,Very Good,F,SI1,59.6,60.0,5491,6.61,6.68,3.96
20240,1.2,Premium,F,VS1,61.8,59.0,8669,6.79,6.76,4.19
31146,0.41,Ideal,E,SI1,62.1,54.0,755,4.76,4.81,2.97
34021,0.35,Ideal,E,VVS2,61.0,57.0,849,4.54,4.58,2.78
12632,1.0,Premium,F,SI1,62.3,59.0,5292,6.43,6.37,3.99
12209,1.22,Ideal,J,SI1,62.3,55.0,5192,6.91,6.83,4.28
13968,1.02,Premium,F,SI1,61.8,59.0,5686,6.45,6.39,3.97
45806,0.5,Very Good,F,VS1,62.3,55.0,1710,5.06,5.09,3.16
49426,0.7,Very Good,H,SI1,61.0,58.0,2107,5.67,5.7,3.47
49871,0.53,Ideal,F,VVS2,62.2,54.0,2175,5.19,5.22,3.24
1985,0.71,Ideal,G,VVS2,62.5,57.0,3095,5.7,5.73,3.57
48047,0.71,Very Good,I,SI1,60.4,63.0,1926,5.73,5.8,3.48
43617,0.34,Very Good,G,SI1,61.5,56.0,507,4.45,4.52,2.76
26701,0.32,Ideal,G,VS1,62.0,56.0,645,4.35,4.39,2.71
47372,0.54,Ideal,E,VS2,61.8,55.0,1847,5.26,5.24,3.24
37340,0.4,Good,E,VVS2,57.7,62.0,981,4.82,4.88,2.8
49846,0.74,Very Good,J,VS1,62.7,58.0,2170,5.75,5.8,3.62
8943,1.01,Premium,F,SI2,61.6,58.0,4497,6.45,6.4,3.96
25582,1.52,Premium,G,VS1,61.2,60.0,14424,7.4,7.37,4.52
34825,0.3,Very Good,H,VVS1,63.4,57.0,878,4.31,4.27,2.72
34583,0.36,Very Good,F,VVS2,61.6,55.0,872,4.58,4.6,2.83
37228,0.4,Premium,E,VS2,61.9,59.0,975,4.75,4.72,2.93
38265,0.27,Ideal,H,SI1,61.3,55.0,383,4.17,4.21,2.57
42196,0.59,Very Good,J,VS2,61.9,58.0,1287,5.35,5.38,3.32
27028,2.42,Premium,J,VS2,61.3,59.0,17168,8.61,8.58,5.27
21042,0.31,Premium,G,VS1,61.2,59.0,625,4.35,4.37,2.67
3261,0.93,Fair,G,SI1,64.4,57.0,3358,6.14,6.09,3.94
35921,0.43,Ideal,H,SI1,62.3,56.0,919,4.86,4.83,3.02
19864,1.22,Premium,F,VS2,59.8,59.0,8417,6.96,6.92,4.15
27209,2.02,Good,I,VS1,57.9,63.0,17533,8.13,8.21,4.73
43112,0.51,Ideal,H,VS2,61.3,57.0,1385,5.14,5.16,3.16
53405,0.76,Very Good,E,SI1,63.0,59.0,2668,5.76,5.8,3.64
5821,1.04,Premium,E,SI2,61.6,58.0,3914,6.52,6.45,3.99
45037,0.96,Fair,H,I1,61.5,63.0,1637,6.22,6.06,3.78
3787,1.01,Very Good,J,SI2,63.5,59.0,3462,6.3,6.36,4.02
18571,1.01,Premium,D,VS1,62.1,58.0,7575,6.4,6.37,3.97
12884,1.22,Premium,I,SI1,62.1,59.0,5368,6.8,6.86,4.24
2568,0.91,Fair,F,SI2,64.9,56.0,3210,6.08,6.05,3.94
24007,1.63,Ideal,I,VVS2,62.3,54.7,12174,7.49,7.52,4.69
44092,0.57,Ideal,H,VS1,61.3,56.0,1554,5.36,5.38,3.29
30355,0.33,Very Good,D,SI1,63.1,55.0,728,4.46,4.42,2.8
39633,0.34,Ideal,G,IF,61.9,57.0,1084,4.48,4.47,2.77
25877,2.05,Premium,J,VS1,62.5,60.0,14973,8.09,8.14,5.07
49425,0.7,Very Good,H,SI1,61.5,57.0,2107,5.64,5.68,3.48
25178,1.74,Ideal,H,VS2,61.5,55.0,13761,7.79,7.73,4.77
8464,1.03,Very Good,F,SI2,61.8,59.0,4414,6.43,6.48,3.99
26670,2.01,Premium,H,SI2,61.6,58.0,16499,8.12,8.02,4.97
13436,1.03,Ideal,G,SI1,61.6,55.0,5518,6.48,6.52,4.0
44570,0.57,Premium,J,VS1,62.2,58.0,1606,5.34,5.3,3.31
35495,0.41,Good,F,SI1,63.7,58.0,904,4.74,4.71,3.01
21241,1.51,Fair,H,SI1,65.4,59.0,9386,7.17,7.11,4.67
4923,1.1,Premium,J,SI2,59.6,59.0,3726,6.74,6.72,4.01
43269,0.3,Premium,I,SI1,60.5,62.0,506,4.37,4.33,2.63
49796,0.7,Ideal,I,VS1,62.7,57.0,2163,5.63,5.67,3.54
25158,2.07,Premium,J,SI1,61.7,60.0,13731,8.23,8.15,5.05
6871,0.91,Premium,H,VS2,59.9,62.0,4128,6.33,6.26,3.77
43636,0.43,Premium,E,VVS1,59.5,58.0,1433,4.92,4.96,2.94
53537,0.72,Ideal,E,VS2,62.7,55.0,2691,5.76,5.73,3.6
25274,2.2,Good,H,SI2,63.6,58.0,13919,8.21,8.17,5.21
16531,1.04,Good,F,VS2,63.7,58.0,6606,6.34,6.43,4.07
27914,0.26,Ideal,E,VVS1,62.5,56.0,657,4.09,4.12,2.56
18945,1.06,Ideal,E,VS2,61.8,55.0,7788,6.59,6.51,4.05
49576,0.78,Very Good,I,SI2,62.5,58.0,2132,5.82,5.89,3.66
15481,1.23,Ideal,H,SI2,62.1,56.0,6199,6.85,6.82,4.24
8956,1.02,Very Good,G,SI2,63.8,55.0,4501,6.37,6.4,4.07
26766,2.06,Premium,G,SI2,61.8,58.0,16587,8.15,8.1,5.02
1443,0.82,Very Good,E,SI2,63.3,56.0,2975,5.99,5.95,3.78
25557,1.5,Premium,E,VS2,60.7,60.0,14386,7.41,7.32,4.47
755,0.9,Very Good,G,SI2,63.1,58.0,2857,6.08,6.02,3.82
45278,0.54,Ideal,D,SI1,60.8,57.0,1662,5.25,5.31,3.21
12451,1.02,Very Good,E,SI1,63.5,55.0,5245,6.3,6.37,4.02
9442,0.9,Ideal,H,VS1,61.6,56.0,4592,6.17,6.13,3.79
47885,0.5,Ideal,F,VVS2,60.7,57.0,1912,5.12,5.16,3.12
39578,0.31,Ideal,H,IF,60.8,56.0,1081,4.42,4.4,2.68
53688,0.74,Ideal,I,VVS1,62.3,55.0,2715,5.77,5.82,3.61
6997,1.0,Good,F,SI2,63.8,58.0,4155,6.33,6.28,4.02
45112,0.53,Ideal,F,VS2,62.2,55.0,1650,5.16,5.19,3.22
31590,0.35,Very Good,E,VS2,58.9,59.0,767,4.59,4.64,2.72
26104,1.53,Ideal,G,VVS2,61.0,55.0,15365,7.44,7.5,4.56
42372,0.54,Ideal,I,VS1,61.2,58.0,1304,5.24,5.29,3.22
33373,0.41,Very Good,G,VS2,61.7,61.0,827,4.7,4.74,2.91
44849,0.7,Fair,I,SI2,65.9,58.0,1625,5.46,5.5,3.61
53483,0.77,Very Good,I,VS1,62.2,59.0,2682,5.83,5.85,3.63
42259,0.59,Good,I,VS2,63.4,56.0,1294,5.33,5.37,3.39
28610,0.3,Premium,E,SI1,62.1,60.0,675,4.29,4.27,2.66
28695,0.43,Ideal,J,VS1,62.1,55.0,679,4.84,4.86,3.01
42137,0.43,Ideal,G,IF,61.6,57.0,1280,4.81,4.84,2.97
44182,0.5,Very Good,E,VS2,62.4,57.0,1568,5.01,5.03,3.13
43231,0.4,Ideal,E,VVS1,62.4,57.0,1397,4.72,4.67,2.93
52331,0.73,Premium,I,VVS2,61.5,58.0,2496,5.73,5.78,3.54
23075,1.52,Premium,H,VS2,59.4,59.0,11105,7.45,7.49,4.44
25520,2.16,Premium,J,SI1,60.5,59.0,14328,8.41,8.35,5.07
36814,0.3,Ideal,G,IF,63.0,53.0,956,4.3,4.24,2.69
31288,0.33,Ideal,F,SI2,62.3,55.0,450,4.44,4.49,2.78
22510,1.55,Very Good,H,VS2,63.3,56.0,10546,7.38,7.32,4.65
52986,0.72,Ideal,I,VVS2,62.8,57.0,2594,5.69,5.74,3.59
14652,1.2,Good,E,VS2,63.7,57.0,5914,6.71,6.64,4.25
18547,1.5,Premium,E,SI2,61.1,58.0,7560,7.34,7.31,4.47
20306,1.24,Ideal,H,VS1,61.0,57.0,8719,6.91,6.95,4.23
42295,0.36,Good,E,SI2,63.7,54.0,505,4.52,4.55,2.89
26390,1.69,Premium,G,VVS2,62.9,58.0,15889,7.59,7.51,4.75
35114,0.3,Ideal,F,IF,62.3,53.0,886,4.34,4.36,2.71
1146,0.77,Ideal,D,SI2,60.6,56.0,2922,5.95,5.9,3.59
4337,0.9,Ideal,E,SI2,62.0,55.0,3599,6.23,6.15,3.84
13055,1.03,Premium,D,SI1,60.5,61.0,5410,6.47,6.43,3.9
16844,1.5,Premium,G,SI2,58.3,61.0,6720,7.55,7.4,4.34
38083,0.36,Ideal,E,VS2,61.2,56.0,1013,4.63,4.59,2.82
25663,1.54,Premium,F,VS2,62.4,59.0,14578,7.43,7.38,4.62
46470,0.7,Very Good,I,SI2,63.4,59.0,1775,5.66,5.57,3.56
47122,0.52,Very Good,D,VS2,63.4,56.0,1828,5.16,5.09,3.25
44943,0.55,Ideal,G,VS2,60.1,55.0,1634,5.33,5.37,3.22
8814,1.02,Very Good,H,SI1,60.3,59.0,4476,6.44,6.5,3.9
17903,1.63,Ideal,F,I1,62.0,55.0,7229,7.57,7.5,4.68
17231,1.06,Ideal,G,VS2,61.9,54.0,6890,6.54,6.58,4.06
44042,0.55,Very Good,H,VS2,62.0,55.2,1548,5.28,5.31,3.28
2868,0.9,Premium,I,VS2,58.4,62.0,3276,6.35,6.29,3.69
4233,1.1,Very Good,I,SI1,63.5,57.0,3573,6.55,6.53,4.15
1695,0.92,Fair,I,VS2,64.4,58.0,3033,6.13,6.1,3.94
9746,1.09,Premium,I,VS2,61.3,58.0,4659,6.63,6.58,4.05
30967,0.39,Very Good,J,VS2,63.3,56.0,746,4.63,4.6,2.92
51174,0.34,Ideal,D,IF,62.1,57.0,2346,4.52,4.46,2.79
24558,2.01,Very Good,J,VS1,60.2,61.0,12845,8.16,8.23,4.93
26722,0.32,Very Good,F,VS2,62.8,57.0,645,4.33,4.36,2.73
53240,0.7,Very Good,E,SI1,63.1,58.0,2643,5.61,5.64,3.55
48828,0.71,Premium,H,SI2,62.4,56.0,2028,5.7,5.64,3.54
32469,0.36,Ideal,D,SI1,62.8,57.0,794,4.54,4.51,2.84
10393,0.31,Ideal,G,SI1,62.8,55.0,593,4.38,4.32,2.73
41669,0.4,Ideal,I,VVS2,61.4,56.0,1240,4.76,4.79,2.93
126,0.7,Premium,F,VS2,61.6,60.0,2762,5.65,5.59,3.46
52594,0.96,Fair,I,SI2,66.3,58.0,2540,6.07,5.9,3.97
18801,1.06,Very Good,G,VVS2,62.9,56.0,7695,6.56,6.6,4.14
8889,0.94,Very Good,G,VS2,62.9,58.6,4488,6.1,6.25,3.89
47232,0.71,Good,I,VS2,64.0,59.0,1840,5.61,5.55,3.57
4080,0.31,Good,D,SI1,63.4,58.0,571,4.32,4.35,2.75
47787,0.5,Ideal,G,VVS1,62.2,56.0,1897,5.08,5.11,3.17
32988,0.38,Premium,D,SI2,61.1,58.0,812,4.68,4.62,2.84
26366,0.32,Premium,F,VS2,61.4,60.0,645,4.38,4.42,2.7
23983,2.12,Premium,J,SI2,62.3,61.0,12140,8.21,8.16,5.1
21439,1.21,Premium,G,VVS2,58.5,58.0,9541,7.06,6.95,4.1
21835,1.5,Ideal,I,VS1,61.3,57.0,9900,7.32,7.35,4.5
19058,1.5,Very Good,J,VVS2,62.8,62.0,7840,7.22,7.25,4.54
11275,1.11,Premium,H,SI2,61.9,59.0,4973,6.6,6.56,4.07
47720,0.59,Premium,H,VVS2,62.3,55.0,1886,5.42,5.33,3.35
367,0.93,Premium,J,SI2,61.9,57.0,2807,6.21,6.19,3.84
18292,1.17,Very Good,F,VS2,62.4,56.0,7432,6.71,6.76,4.2
36045,0.34,Ideal,D,VS2,62.1,55.0,923,4.49,4.46,2.78
22639,1.71,Premium,H,SI2,62.5,57.0,10687,7.67,7.62,4.78
34887,0.32,Ideal,E,VVS1,61.7,55.0,879,4.38,4.41,2.71
20831,1.52,Ideal,F,SI2,61.2,57.0,9057,7.45,7.39,4.54
51772,0.8,Premium,H,SI2,61.6,59.0,2409,5.92,5.86,3.63
48932,0.53,Very Good,E,VVS2,63.1,60.0,2043,5.12,5.08,3.22
51316,0.31,Ideal,G,VS2,62.4,55.0,544,4.3,4.32,2.69
53854,0.72,Premium,F,SI1,59.9,58.0,2742,5.85,5.81,3.49
52334,0.7,Premium,E,VS2,61.1,58.0,2496,5.78,5.7,3.51
5322,0.9,Good,D,SI2,63.8,58.0,3806,6.09,6.13,3.9
31151,0.41,Ideal,F,SI1,62.7,57.0,755,4.7,4.74,2.96
32106,0.36,Ideal,D,VS1,61.8,55.0,781,4.54,4.58,2.82
45323,0.3,Very Good,F,VS2,63.0,55.0,524,4.28,4.29,2.7
5362,0.9,Good,G,SI1,62.2,62.5,3816,6.08,6.1,3.78
21987,1.11,Ideal,G,IF,61.2,54.0,10053,6.71,6.73,4.11
907,0.7,Good,F,VS1,59.1,62.0,2877,5.82,5.86,3.44
15647,1.0,Good,E,VS2,63.8,58.0,6272,6.31,6.19,3.99
6849,1.0,Good,H,SI2,62.7,58.0,4125,6.31,6.33,3.96
18257,1.31,Very Good,H,VS2,61.4,59.0,7415,6.96,7.01,4.29
1084,0.7,Premium,D,VS2,60.9,57.0,2909,5.71,5.69,3.47
52840,0.7,Very Good,E,SI1,62.7,55.0,2575,5.63,5.67,3.54
53686,0.74,Very Good,F,SI1,62.7,58.0,2715,5.71,5.78,3.6
14869,1.01,Premium,F,VS2,62.1,60.0,5988,6.36,6.43,3.97
46951,0.3,Ideal,H,VS1,62.5,56.0,526,4.24,4.27,2.66
27352,2.01,Fair,G,VS2,67.5,55.0,17917,7.7,7.79,5.23
52813,0.71,Premium,H,VS1,62.4,58.0,2572,5.73,5.68,3.56
17267,1.65,Premium,G,I1,62.0,59.0,6912,7.57,7.53,4.68
21658,1.22,Premium,D,VS2,62.0,60.0,9756,6.79,6.74,4.22
27853,0.31,Ideal,G,VS2,61.5,56.0,652,4.34,4.36,2.68
46599,0.54,Ideal,F,VS2,62.3,56.0,1786,5.2,5.17,3.23
12815,1.0,Good,E,SI1,57.2,62.0,5345,6.59,6.56,3.76
28273,0.23,Very Good,D,VS2,62.7,58.0,362,3.86,3.89,2.43
47071,0.52,Ideal,D,VS2,61.5,56.0,1822,5.15,5.19,3.18
51289,0.57,Premium,D,VS1,60.6,59.0,2360,5.38,5.32,3.24
37541,0.39,Ideal,F,VVS2,62.0,54.0,988,4.7,4.72,2.92
33019,0.33,Ideal,E,VVS2,60.9,56.0,814,4.45,4.48,2.72
27010,2.01,Ideal,I,SI1,59.9,60.0,17126,8.27,8.2,4.93
22743,1.51,Ideal,H,VS2,62.5,55.0,10763,7.29,7.34,4.57
45768,0.53,Ideal,D,SI1,61.2,57.0,1706,5.24,5.19,3.19
24729,2.02,Premium,I,VS2,59.2,58.0,13068,8.29,8.25,4.89
34740,0.32,Ideal,F,VS1,62.0,54.0,876,4.44,4.43,2.75
4177,0.9,Premium,F,SI2,61.4,58.0,3556,6.19,6.13,3.78
34875,0.3,Premium,G,VVS2,62.1,59.0,878,4.27,4.23,2.64
40349,0.43,Ideal,G,VVS2,61.9,55.0,1129,4.86,4.84,3.0
16759,1.2,Very Good,H,VVS1,63.3,56.0,6672,6.75,6.7,4.26
27497,2.3,Ideal,I,VS2,62.6,56.0,18190,8.45,8.4,5.27
50691,0.53,Premium,F,VS2,60.6,58.0,2290,5.26,5.2,3.17
12312,1.2,Very Good,H,SI2,63.5,57.0,5221,6.67,6.71,4.25
6249,0.9,Good,G,SI1,62.5,62.0,4008,6.04,6.09,3.79
28112,0.36,Ideal,D,SI1,62.0,56.0,663,4.55,4.61,2.84
43082,0.6,Premium,F,SI2,58.9,59.0,1378,5.55,5.52,3.26
18455,1.01,Premium,F,VS1,61.7,58.0,7507,6.43,6.4,3.96
38682,0.3,Ideal,F,VVS1,61.4,56.0,1041,4.33,4.37,2.67
12123,0.91,Premium,E,VS1,61.9,59.0,5167,6.23,6.17,3.84
22525,1.0,Fair,D,VVS2,61.1,57.0,10562,6.37,6.3,3.87
35435,0.32,Ideal,E,VS2,62.0,55.0,900,4.46,4.38,2.74
11493,1.04,Premium,G,SI1,60.9,59.0,5017,6.57,6.53,3.99
44145,0.51,Very Good,D,SI1,63.2,55.0,1562,5.12,5.07,3.22
11207,1.01,Premium,H,VS2,61.3,59.0,4959,6.44,6.48,3.96
23583,1.57,Ideal,G,SI1,61.8,55.0,11596,7.43,7.49,4.61
23536,1.51,Premium,H,VS2,60.2,60.0,11540,7.35,7.33,4.42
27432,2.01,Very Good,I,VS1,62.9,59.0,18041,7.94,8.03,5.02
11579,1.2,Premium,H,SI2,62.4,61.0,5040,6.81,6.78,4.24
43100,0.53,Ideal,I,VS1,61.6,57.0,1383,5.21,5.18,3.2
27349,2.2,Premium,I,VS2,58.9,60.0,17905,8.63,8.52,5.05
6298,0.65,Ideal,D,VVS1,61.8,57.0,4022,5.54,5.56,3.43
45166,0.5,Premium,D,SI1,62.3,58.0,1654,5.07,5.04,3.15
48707,0.56,Ideal,E,VS1,61.1,56.0,2010,5.29,5.34,3.25
24655,1.01,Ideal,D,VVS2,61.6,57.0,12996,6.44,6.48,3.98
48197,0.52,Ideal,E,VS2,61.2,56.0,1947,5.2,5.16,3.17
13645,1.13,Very Good,F,SI1,63.2,56.0,5584,6.66,6.69,4.22
697,0.79,Premium,D,SI2,60.0,60.0,2853,6.07,6.03,3.63
41457,0.52,Premium,E,SI2,61.8,54.0,1229,5.18,5.15,3.19
31748,0.44,Very Good,G,SI1,61.6,61.0,772,4.83,4.88,2.99
27697,0.41,Ideal,G,SI2,61.5,55.0,648,4.76,4.8,2.94
18953,1.01,Premium,F,VS1,61.4,60.0,7792,6.45,6.39,3.94
2754,0.9,Very Good,H,SI2,59.6,59.0,3250,6.38,6.24,3.76
17289,1.12,Good,F,VS2,63.8,57.0,6925,6.59,6.61,4.21
16694,0.32,Good,I,SI1,63.5,57.0,421,4.3,4.33,2.74
160,0.73,Ideal,D,SI2,59.9,57.0,2770,5.92,5.89,3.54
38730,0.4,Ideal,G,VVS1,62.3,54.0,1043,4.75,4.76,2.96
39287,0.3,Ideal,H,VS2,62.1,56.0,491,4.32,4.34,2.69
29836,0.24,Premium,E,VVS1,60.7,58.0,710,4.03,4.01,2.44
34726,0.39,Ideal,E,VS2,60.8,57.0,875,4.73,4.75,2.88
48897,0.52,Very Good,G,VVS1,62.3,55.0,2040,5.13,5.15,3.2
9969,1.25,Very Good,J,SI1,62.5,57.0,4702,6.83,6.86,4.28
15084,1.17,Very Good,D,SI2,60.9,60.0,6062,6.72,6.78,4.11
39779,0.36,Ideal,D,VS2,60.6,57.0,1094,4.61,4.57,2.78
19803,1.0,Ideal,G,VVS1,61.9,57.0,8366,6.43,6.39,3.97
13786,1.12,Premium,E,SI2,61.1,58.0,5620,6.73,6.69,4.1
1599,1.2,Fair,I,I1,62.2,66.0,3011,6.77,6.7,4.2
47667,0.34,Ideal,G,SI1,61.8,54.4,531,4.49,4.52,2.79
26894,2.04,Very Good,I,VS2,62.5,58.0,16874,8.09,8.22,5.1
16283,1.53,Premium,H,SI2,61.5,60.0,6512,7.46,7.39,4.56
47987,0.25,Very Good,E,VVS2,61.1,61.0,533,4.03,4.06,2.47
48745,0.71,Good,D,SI2,56.6,63.0,2015,5.9,5.76,3.3
45328,0.32,Ideal,H,VS1,62.1,55.0,524,4.39,4.4,2.73
23488,1.5,Premium,D,SI1,60.5,59.0,11489,7.44,7.39,4.49
50056,0.6,Ideal,F,VS1,61.9,55.0,2201,5.4,5.42,3.35
36014,0.39,Premium,J,VVS1,61.8,56.0,921,4.71,4.64,2.89
48294,0.54,Ideal,G,VS1,61.0,57.0,1957,5.25,5.28,3.21
3115,0.91,Good,H,SI1,63.8,56.0,3323,6.09,6.04,3.87
32498,0.43,Premium,D,SI1,62.4,60.0,796,4.79,4.82,3.0
21464,1.52,Premium,D,SI2,60.6,62.0,9561,7.42,7.37,4.48
3537,0.72,Ideal,E,SI1,60.8,57.0,3409,5.77,5.8,3.52
26437,2.06,Ideal,F,SI2,62.7,57.0,15970,8.19,8.09,5.1
2246,0.7,Good,E,VS1,58.7,60.0,3148,5.79,5.83,3.41
33565,0.45,Premium,I,SI2,60.1,59.0,830,4.96,4.92,3.02
49311,0.4,Ideal,H,SI2,62.2,55.0,540,4.75,4.77,2.96
16464,1.11,Premium,D,VS2,59.5,60.0,6579,6.77,6.7,4.01
17664,1.32,Very Good,H,SI1,62.4,58.0,7119,7.02,7.09,4.4
49029,0.61,Ideal,H,VS1,60.8,56.0,2053,5.51,5.47,3.34
7671,1.11,Ideal,I,SI1,62.4,55.0,4273,6.6,6.64,4.13
11804,1.02,Premium,F,SI1,62.2,58.0,5089,6.4,6.46,4.0
5651,0.82,Ideal,G,VS1,61.9,54.0,3880,5.99,6.03,3.72
29487,0.4,Very Good,G,SI1,59.2,61.0,702,4.78,4.81,2.84
41127,0.52,Premium,G,SI2,58.8,62.0,1196,5.31,5.3,3.12
34877,0.3,Very Good,G,VVS2,63.1,56.0,878,4.23,4.2,2.66
18612,1.36,Premium,I,VS1,62.0,59.0,7592,7.1,7.06,4.39
37246,0.41,Very Good,G,VS1,60.6,56.0,976,4.83,4.87,2.94
26423,2.21,Ideal,G,SI2,60.1,60.0,15948,8.47,8.53,5.11
32073,0.32,Good,E,VS2,57.0,60.0,780,4.6,4.53,2.6
12857,1.1,Ideal,E,SI2,61.6,56.0,5359,6.66,6.63,4.09
10090,1.02,Good,E,SI2,63.4,57.0,4712,6.41,6.43,4.07
53228,0.73,Very Good,H,VS1,61.6,59.0,2641,5.74,5.81,3.56
33874,0.3,Ideal,E,VS2,62.3,56.0,844,4.34,4.3,2.69
34953,0.29,Very Good,G,VS2,61.7,56.0,471,4.27,4.3,2.64
39215,0.42,Very Good,D,VS1,60.7,60.0,1066,4.81,4.88,2.94
45096,0.53,Very Good,E,VS2,59.1,60.0,1647,5.3,5.26,3.12
53612,0.35,Very Good,H,VS2,59.6,62.0,552,4.57,4.62,2.74
21956,1.51,Premium,G,SI1,62.0,58.0,10020,7.31,7.26,4.52
15523,1.01,Premium,G,VS1,62.7,58.0,6221,6.31,6.36,3.97
23348,0.3,Ideal,G,SI2,62.0,55.0,422,4.28,4.33,2.67
29444,0.4,Ideal,G,SI1,61.3,56.0,701,4.73,4.76,2.91
3133,0.79,Ideal,D,SI1,61.3,54.0,3328,5.96,6.01,3.67
20558,1.2,Very Good,F,VS2,63.5,57.0,8870,6.73,6.65,4.25
12057,0.26,Very Good,F,VVS2,60.0,59.0,597,4.11,4.15,2.48
40309,0.4,Premium,E,VS1,62.8,59.0,1125,4.67,4.63,2.92
46544,0.51,Premium,E,VS2,61.7,58.0,1781,5.15,5.12,3.17
50699,0.53,Ideal,F,VVS2,62.2,54.0,2290,5.22,5.19,3.24
50310,0.31,Very Good,E,SI1,59.1,59.0,544,4.42,4.44,2.62
30263,0.4,Ideal,H,VS2,61.9,55.0,725,4.73,4.75,2.93
52829,0.7,Ideal,G,VS1,61.4,55.0,2573,5.74,5.69,3.51
26199,1.02,Ideal,D,IF,63.0,57.0,15575,6.39,6.35,4.01
47087,0.7,Good,J,SI2,58.7,58.0,1824,5.74,5.85,3.4
53702,0.7,Premium,F,VS2,62.6,61.0,2717,5.66,5.61,3.53
44675,0.55,Ideal,E,SI1,62.5,56.0,1609,5.21,5.25,3.27
41403,0.5,Good,F,SI1,62.5,60.0,1223,5.07,5.11,3.18
6560,1.11,Very Good,I,SI2,63.1,57.0,4075,6.59,6.54,4.14
3573,0.96,Very Good,D,SI2,60.2,63.0,3419,6.36,6.3,3.81
556,0.9,Premium,G,SI1,60.6,62.0,2830,6.21,6.13,3.74
50060,0.57,Ideal,E,VS2,61.0,54.0,2202,5.39,5.43,3.3
12897,0.81,Ideal,E,VVS2,62.2,53.7,5373,5.97,5.99,3.72
4928,1.03,Very Good,J,SI2,58.0,60.0,3729,6.64,6.67,3.86
40552,0.41,Ideal,D,VS1,61.3,54.0,1151,4.8,4.83,2.95
25889,1.69,Ideal,D,SI1,60.8,57.0,15011,7.69,7.71,4.68
4126,0.64,Very Good,E,VVS2,61.8,59.0,3541,5.51,5.53,3.41
30514,0.31,Very Good,D,SI1,63.5,56.0,732,4.31,4.29,2.73
9868,1.03,Ideal,D,SI2,61.2,57.0,4679,6.51,6.59,4.01
21734,1.64,Ideal,E,SI1,60.7,55.0,9801,7.67,7.64,4.65
43587,0.53,Very Good,E,SI1,63.6,57.0,1432,5.12,5.16,3.27
22910,1.51,Premium,H,VS2,60.2,60.0,10951,7.5,7.38,4.48
32888,0.36,Ideal,H,VS1,61.8,57.0,810,4.6,4.56,2.83
45558,0.56,Very Good,H,VS1,59.8,56.0,1688,5.35,5.38,3.21
37098,0.41,Premium,E,SI1,62.8,59.0,969,4.75,4.74,2.98
20010,1.55,Ideal,J,VS1,60.4,57.0,8548,7.52,7.54,4.55
52833,0.7,Ideal,F,VS2,62.8,56.0,2573,5.7,5.67,3.57
788,0.9,Premium,I,SI1,63.0,58.0,2861,6.09,6.01,3.81
29241,0.37,Very Good,F,VS2,59.2,61.0,696,4.63,4.69,2.76
36652,0.35,Premium,J,VS1,62.4,58.0,949,5.67,5.64,3.53
14063,0.3,Ideal,H,VVS2,62.6,55.0,605,4.25,4.28,2.67
18805,1.51,Good,F,SI2,64.2,61.0,7695,7.24,7.19,4.63
19965,1.59,Very Good,J,VS1,60.1,60.0,8515,7.56,7.59,4.55
30998,0.35,Ideal,F,VS2,62.1,54.0,747,4.55,4.58,2.83
8586,1.01,Very Good,I,VS2,61.3,56.0,4438,6.53,6.45,3.98
25155,2.29,Ideal,J,SI2,61.8,56.4,13726,8.4,8.5,5.23
49238,0.51,Very Good,G,IF,59.3,57.0,2084,5.25,5.31,3.13
44830,0.51,Good,E,SI1,64.3,54.0,1624,5.1,5.07,3.27
11989,1.06,Ideal,H,SI1,62.2,57.0,5143,6.56,6.49,4.06
35613,0.3,Good,I,VS1,63.3,59.0,473,4.2,4.23,2.67
53298,0.3,Ideal,D,SI1,61.7,56.0,552,4.31,4.35,2.67
32900,0.3,Premium,I,IF,60.5,59.0,810,4.34,4.32,2.62
46387,0.71,Very Good,J,SI2,61.1,58.0,1764,5.67,5.76,3.49
1692,0.7,Good,D,VS2,64.1,59.0,3033,5.56,5.49,3.54
20626,1.01,Very Good,F,VVS2,61.8,58.0,8922,6.44,6.48,3.99
32049,0.36,Very Good,D,VS2,62.4,58.0,780,4.48,4.53,2.81
8250,1.24,Premium,I,SI2,62.8,58.0,4375,6.88,6.79,4.28
1274,0.77,Ideal,D,SI1,62.6,57.0,2949,5.81,5.92,3.67
43540,0.41,Ideal,D,VS1,61.1,56.0,1427,4.8,4.83,2.94
46695,0.48,Ideal,G,IF,61.9,55.0,1791,5.03,5.08,3.13
29927,0.36,Ideal,D,SI1,61.9,55.7,713,4.57,4.59,2.84
53029,0.82,Very Good,I,SI1,62.3,58.0,2602,5.94,6.0,3.72
50514,0.71,Ideal,I,VS2,62.0,54.0,2272,5.73,5.77,3.56
53593,0.7,Good,H,VVS2,58.9,61.5,2699,5.77,5.84,3.42
26406,1.52,Ideal,D,VS2,62.1,58.0,15922,7.36,7.4,4.58
