Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z
25629,2.01,Premium,F,SI1,59.5,58.0,14502,8.21,8.18,4.88
10768,1.11,Ideal,J,VS1,61.7,57.0,4854,6.67,6.72,4.13
2586,1.1,Premium,J,SI2,60.0,58.0,3216,6.77,6.66,4.03
35692,0.44,Ideal,H,SI1,61.6,56.0,911,4.87,4.93,3.02
19526,1.09,Ideal,E,VS2,60.6,57.0,8158,6.66,6.67,4.04
11785,1.13,Very Good,E,SI1,60.8,58.0,5086,6.71,6.77,4.1
23747,1.5,Premium,E,SI1,60.0,58.0,11795,7.5,7.47,4.49
41453,0.4,Ideal,G,IF,61.1,58.0,1229,4.72,4.74,2.89
41830,0.46,Ideal,H,VS2,61.5,55.0,1252,4.98,5.01,3.07
43039,0.5,Ideal,F,SI1,60.2,63.0,1374,5.12,5.15,3.09
23608,1.56,Ideal,H,VS2,61.5,56.0,11636,7.5,7.46,4.6
53011,0.7,Ideal,F,SI1,62.1,56.0,2596,5.67,5.65,3.51
39066,0.4,Ideal,G,VVS1,62.2,54.0,1059,4.73,4.76,2.95
52006,0.7,Premium,E,SI1,61.2,60.0,2444,5.71,5.69,3.49
8997,1.04,Very Good,I,VS2,61.9,58.0,4511,6.47,6.55,4.03
41799,0.6,Very Good,E,SI2,63.2,60.0,1250,5.32,5.28,3.35
12547,1.15,Very Good,H,SI1,62.4,57.0,5270,6.68,6.71,4.18
6859,0.8,Ideal,E,VS2,62.2,55.0,4126,5.95,5.98,3.71
21586,1.57,Ideal,J,VS1,62.1,54.0,9683,7.46,7.49,4.64
20884,1.73,Premium,J,SI1,60.7,58.0,9105,7.73,7.78,4.71
8271,0.9,Very Good,D,SI1,62.6,58.0,4381,6.11,6.15,3.84
50621,0.23,Premium,E,VS1,61.8,60.0,400,3.91,3.95,2.43
3359,0.91,Very Good,H,SI2,63.4,57.0,3382,6.1,6.18,3.89
26066,2.11,Ideal,I,SI1,62.0,55.0,15282,8.23,8.18,5.09
3219,0.71,Premium,H,IF,62.9,60.0,3349,5.74,5.67,3.59
20364,1.7,Ideal,J,SI1,60.9,57.0,8758,7.73,7.66,4.69
29243,0.37,Very Good,F,VS2,59.7,62.0,696,4.68,4.7,2.8
43813,0.51,Ideal,E,SI1,61.7,55.0,1443,5.17,5.13,3.18
32940,0.37,Ideal,E,VS2,62.5,56.0,811,4.58,4.61,2.87
33964,0.35,Premium,G,VS1,62.6,56.0,845,4.52,4.49,2.82
7948,1.07,Ideal,I,VS2,61.1,57.0,4319,6.66,6.6,4.05
16065,1.01,Premium,F,VS2,61.7,58.0,6416,6.42,6.48,3.98
18767,1.22,Very Good,H,VS1,62.4,59.0,7673,6.91,6.85,4.29
30494,0.31,Ideal,D,SI1,61.4,55.0,732,4.38,4.35,2.68
52863,0.51,Very Good,E,VVS1,62.2,60.0,2579,5.08,5.12,3.17
1007,0.79,Ideal,G,SI1,62.3,57.0,2898,5.9,5.85,3.66
25638,1.13,Ideal,E,VVS1,60.6,57.0,14525,6.72,6.77,4.09
4840,0.9,Very Good,I,VS2,59.9,58.0,3709,6.17,6.22,3.71
37392,0.5,Ideal,I,SI1,61.9,58.0,982,5.06,5.09,3.14
29092,0.36,Very Good,G,SI1,61.2,63.0,689,4.59,4.56,2.8
50337,0.7,Good,D,SI2,58.3,60.0,2242,5.81,5.89,3.41
15409,1.32,Premium,I,SI1,62.3,58.0,6171,6.98,7.01,4.36
19367,0.4,Good,D,SI2,63.1,57.0,622,4.72,4.75,2.99
4134,1.06,Ideal,F,I1,62.1,55.0,3544,6.54,6.57,4.07
29866,0.3,Premium,D,VS2,61.0,58.0,710,4.32,4.34,2.64
53342,0.84,Very Good,F,SI2,62.8,57.0,2656,5.99,6.04,3.78
47922,0.6,Premium,E,VS2,62.7,58.0,1915,5.37,5.34,3.36
9944,1.01,Ideal,H,SI2,62.4,57.0,4693,6.36,6.43,3.99
14574,1.03,Premium,H,VS1,62.4,60.0,5883,6.48,6.43,4.03
3229,0.72,Ideal,G,VVS2,61.2,57.0,3352,5.76,5.77,3.53
8906,0.9,Ideal,I,VS1,60.9,60.0,4492,6.2,6.24,3.79
25673,2.2,Ideal,J,SI1,61.5,57.0,14593,8.41,8.37,5.16
9029,1.06,Ideal,H,SI2,60.1,59.0,4516,6.58,6.67,3.98
22967,1.01,Ideal,D,VVS2,61.5,57.0,11015,6.43,6.48,3.97
36795,0.34,Ideal,E,VS2,62.4,56.0,956,4.49,4.45,2.79
46153,0.5,Premium,G,VS1,62.5,60.0,1746,5.08,5.06,3.17
15524,1.01,Very Good,E,VS2,62.9,58.0,6221,6.37,6.47,4.04
12277,1.2,Very Good,H,SI2,58.8,61.0,5211,6.94,6.98,4.09
1821,0.76,Good,F,VS1,59.9,61.0,3057,5.89,5.98,3.56
37927,0.23,Good,E,VVS2,63.4,61.0,485,3.85,3.91,2.46
6104,1.23,Good,D,I1,63.7,58.0,3977,6.72,6.79,4.3
893,0.7,Ideal,F,VS1,61.6,55.0,2874,5.75,5.71,3.53
29193,0.4,Ideal,E,SI1,62.4,53.0,694,4.73,4.75,2.96
36571,0.45,Fair,F,VS1,66.9,54.0,945,4.85,4.75,3.21
32254,0.3,Premium,E,VVS2,60.1,59.0,789,4.32,4.37,2.61
15099,1.21,Ideal,H,SI1,61.1,57.0,6069,6.83,6.91,4.2
32966,0.32,Premium,H,SI1,62.0,58.0,461,4.38,4.39,2.72
19884,1.23,Premium,G,VS2,62.0,59.0,8431,6.87,6.8,4.24
44416,0.52,Ideal,E,SI1,61.0,55.0,1586,5.19,5.23,3.18
6286,0.97,Very Good,I,VS2,62.2,55.9,4018,6.34,6.29,3.94
2628,0.51,Ideal,E,VVS1,61.3,56.0,3226,5.21,5.13,3.17
98,0.96,Fair,F,SI2,66.3,62.0,2759,6.27,5.95,4.07
8240,1.03,Very Good,G,SI2,62.2,56.0,4374,6.46,6.49,4.03
20847,1.26,Very Good,F,VS2,61.4,59.0,9071,6.86,6.96,4.24
39383,0.4,Ideal,E,SI1,62.2,54.0,1074,4.76,4.72,2.95
33226,0.36,Ideal,H,VVS1,62.3,56.0,821,4.54,4.57,2.84
47240,0.51,Ideal,E,VS1,62.0,57.0,1841,5.11,5.15,3.18
7418,1.02,Premium,F,SI2,62.7,59.0,4227,6.45,6.38,4.02
8095,0.7,Ideal,F,VVS1,62.4,55.0,4341,5.65,5.69,3.54
53899,0.65,Very Good,D,VS1,60.8,57.2,2752,5.55,5.63,3.4
48308,0.33,Ideal,I,VS1,62.1,53.9,534,4.43,4.45,2.76
4751,1.0,Premium,J,VS2,62.0,62.0,3685,6.42,6.35,3.96
37275,0.35,Ideal,J,VS1,62.6,53.7,483,4.51,4.54,2.83
37598,0.23,Very Good,E,VVS2,59.7,54.0,485,4.02,4.05,2.41
35682,0.32,Ideal,D,VVS1,61.8,56.0,910,4.37,4.4,2.71
8455,1.01,Ideal,I,SI1,62.5,56.0,4413,6.4,6.44,4.01
17128,1.2,Very Good,H,VS2,63.3,59.0,6833,6.78,6.74,4.28
27614,2.02,Premium,F,SI2,61.7,58.0,18487,8.15,8.11,5.02
48654,0.36,Good,G,SI1,63.3,56.0,537,4.5,4.53,2.86
39989,0.41,Premium,F,VS2,61.1,56.0,1107,4.84,4.79,2.94
30368,0.36,Ideal,I,VS1,62.1,57.0,729,4.58,4.54,2.83
25596,1.7,Good,G,VS1,63.5,56.0,14445,7.53,7.64,4.82
17904,1.34,Very Good,D,SI2,62.3,59.0,7230,6.99,7.03,4.37
4346,0.78,Ideal,E,VS2,61.7,55.0,3601,5.92,6.0,3.68
540,0.7,Ideal,H,VVS1,61.6,57.0,2827,5.69,5.74,3.52
37562,0.31,Premium,G,IF,61.7,54.0,988,4.36,4.33,2.68
38294,0.28,Ideal,D,VS2,61.2,57.0,487,4.2,4.23,2.58
8702,0.3,Very Good,G,VS1,62.1,55.0,585,4.28,4.31,2.67
14554,1.25,Ideal,H,SI2,62.8,55.0,5880,6.87,6.82,4.3
44808,0.5,Premium,G,VS1,59.9,59.0,1624,5.12,5.16,3.08
52409,0.71,Ideal,G,VS2,61.7,57.0,2511,5.75,5.72,3.54
16999,1.01,Premium,G,VS1,60.3,58.0,6787,6.56,6.5,3.94
38334,0.32,Ideal,E,VVS1,61.7,56.0,1020,4.42,4.4,2.72
25007,1.22,Ideal,F,VVS1,62.0,54.0,13539,6.88,6.9,4.27
47615,0.55,Ideal,F,VS1,61.9,56.0,1881,5.25,5.29,3.26
48947,0.58,Ideal,E,VS1,61.8,57.0,2046,5.33,5.35,3.3
24373,0.3,Ideal,G,VS1,60.4,55.0,637,4.38,4.41,2.66
51626,0.7,Premium,E,SI1,61.2,62.0,2396,6.65,5.73,3.48
40030,0.5,Ideal,I,VS2,62.0,55.0,1110,5.1,5.12,3.17
9143,1.12,Very Good,H,SI2,62.4,55.0,4538,6.63,6.68,4.15
38710,0.42,Very Good,H,VVS1,63.9,56.0,1042,4.73,4.75,3.03
52802,0.6,Ideal,G,IF,62.0,55.0,2570,5.39,5.44,3.36
23224,1.51,Premium,G,SI1,60.5,59.0,11230,7.49,7.41,4.51
46228,0.5,Very Good,D,VS2,62.8,58.0,1752,5.05,5.08,3.18
7634,1.11,Premium,J,VS2,62.6,59.0,4265,6.6,6.56,4.12
30272,0.31,Very Good,H,SI1,59.0,57.0,446,4.4,4.44,2.61
20217,1.5,Premium,D,SI2,61.9,58.0,8649,7.34,7.27,4.52
13533,1.12,Ideal,E,SI2,62.0,57.0,5546,6.61,6.63,4.11
31905,0.3,Premium,G,VS1,62.2,59.0,776,4.31,4.28,2.67
53309,0.3,Premium,D,SI1,62.7,60.0,552,4.23,4.26,2.66
39390,0.41,Ideal,G,VVS1,62.2,54.0,1076,4.79,4.82,2.99
341,0.71,Very Good,G,VS1,63.5,55.0,2803,5.66,5.64,3.59
15775,1.28,Ideal,I,VS2,61.4,57.0,6308,7.04,6.97,4.3
30424,0.32,Premium,H,VVS1,61.4,58.0,730,4.38,4.41,2.7
1910,0.82,Premium,F,SI1,61.1,60.0,3080,6.02,5.96,3.66
13278,1.01,Ideal,F,SI1,62.0,56.0,5486,6.44,6.39,3.98
27170,2.01,Premium,I,VS2,61.1,60.0,17433,8.06,8.12,4.94
15263,1.11,Ideal,D,SI2,61.3,56.0,6129,6.68,6.74,4.12
7205,0.86,Very Good,D,VS2,62.8,55.0,4191,6.07,6.13,3.83
38324,0.4,Ideal,E,VS2,61.9,54.0,1020,4.74,4.73,2.93
38329,0.32,Premium,E,VVS1,60.5,58.0,1020,4.47,4.42,2.69
18329,1.07,Very Good,G,VVS2,61.6,57.0,7457,6.55,6.59,4.05
33269,0.3,Ideal,G,IF,62.6,54.0,826,4.3,4.33,2.7
10899,1.02,Premium,H,SI1,60.5,60.0,4884,6.58,6.51,3.96
6131,1.21,Premium,J,SI2,60.8,58.0,3984,6.93,6.88,4.19
51682,0.72,Good,H,SI1,63.7,59.0,2398,5.68,5.63,3.6
40383,0.53,Premium,H,SI1,59.4,60.0,1132,5.24,5.26,3.12
40600,0.38,Ideal,F,I1,62.5,57.0,497,4.61,4.64,2.89
20955,1.61,Good,H,SI2,63.8,62.0,9169,7.38,7.35,4.7
53477,0.71,Very Good,D,SI1,63.2,58.0,2681,5.65,5.68,3.58
24379,0.31,Ideal,E,VS1,60.1,55.0,638,4.42,4.53,2.69
6671,0.95,Very Good,J,VVS2,60.5,59.0,4098,6.33,6.36,3.84
49731,0.52,Premium,G,VVS1,59.2,58.0,2153,5.31,5.28,3.14
46530,0.51,Ideal,G,VS1,62.7,56.0,1781,5.1,5.08,3.19
36257,0.41,Ideal,E,VS2,62.1,56.0,935,4.74,4.76,2.95
23636,2.01,Very Good,J,SI2,63.4,59.0,11660,7.99,7.95,5.05
44521,0.51,Very Good,F,VS2,62.0,58.0,1601,5.08,5.11,3.16
18366,0.37,Very Good,F,SI1,62.3,59.0,616,4.57,4.61,2.86
12840,1.04,Very Good,G,VS2,61.4,63.0,5353,6.51,6.55,4.01
14049,0.32,Ideal,I,VS1,62.1,57.0,605,4.42,4.37,2.73
18207,1.53,Premium,I,SI2,62.7,62.0,7389,7.41,7.23,4.59
48329,0.24,Premium,E,VS2,62.6,58.0,536,4.03,3.99,2.51
3024,0.73,Premium,D,VS2,59.8,58.0,3308,5.85,5.89,3.51
47220,0.5,Premium,F,VS1,61.3,59.0,1838,5.15,5.09,3.14
19549,1.02,Premium,D,VS1,61.3,58.0,8181,6.52,6.47,3.98
36762,0.51,Very Good,I,SI2,61.2,56.0,956,5.12,5.14,3.14
33622,0.33,Ideal,G,SI2,61.4,54.0,463,4.44,4.48,2.74
11250,1.21,Ideal,J,SI1,61.9,57.0,4968,6.84,6.89,4.25
28647,0.29,Ideal,J,VS1,61.8,56.0,435,4.23,4.26,2.62
24667,1.5,Premium,G,VS1,62.4,60.0,13009,7.29,7.22,4.53
49380,0.73,Ideal,J,VS2,62.3,55.0,2101,5.74,5.78,3.59
8315,0.91,Very Good,D,SI1,63.5,56.0,4389,6.13,6.18,3.91
1035,0.86,Very Good,I,VS1,61.2,58.0,2905,6.1,6.16,3.75
35503,0.41,Very Good,E,SI1,60.5,63.0,904,4.81,4.77,2.9
32862,0.32,Ideal,E,VVS2,61.0,55.0,808,4.43,4.45,2.71
9287,1.04,Premium,E,SI2,59.2,58.0,4566,6.7,6.64,3.95
53249,0.7,Ideal,H,VVS2,62.5,56.0,2644,5.7,5.63,3.54
38130,0.3,Premium,G,VVS1,62.1,56.0,1013,4.31,4.29,2.67
30563,0.31,Ideal,D,VS2,62.2,54.0,734,4.31,4.34,2.69
4009,0.9,Very Good,F,SI2,61.6,58.0,3519,6.15,6.23,3.81
33185,0.41,Fair,E,SI2,64.7,55.0,818,4.7,4.67,3.03
8587,0.9,Very Good,D,SI1,60.9,57.0,4438,6.22,6.26,3.8
9072,1.03,Ideal,H,SI1,62.3,56.0,4520,6.45,6.48,4.03
18568,1.25,Ideal,H,SI1,62.4,55.0,7573,6.9,6.86,4.3
43207,0.52,Ideal,J,SI1,62.3,56.0,1395,5.12,5.16,3.2
51552,0.52,Ideal,G,IF,61.7,56.0,2387,5.19,5.15,3.19
40708,0.7,Fair,F,I1,65.9,57.0,1158,5.64,5.5,3.67
43649,0.51,Good,E,SI1,63.6,58.0,1434,5.0,4.97,3.17
39054,0.54,Ideal,I,SI1,61.9,54.0,1057,5.25,5.28,3.26
5605,0.96,Good,F,VS2,63.7,54.0,3871,6.24,6.19,3.96
18311,1.11,Ideal,G,VS2,61.4,56.0,7443,6.65,6.7,4.1
43726,0.51,Very Good,G,VS2,62.2,57.0,1438,5.1,5.15,3.19
9609,1.02,Very Good,D,SI2,61.5,56.0,4633,6.47,6.51,3.99
40,0.33,Ideal,I,SI2,61.8,55.0,403,4.49,4.51,2.78
49485,0.7,Fair,I,VS2,64.7,60.0,2117,5.55,5.49,3.57
47896,0.48,Very Good,F,VVS1,62.3,55.0,1914,5.02,5.05,3.13
3247,0.96,Premium,G,SI1,62.0,57.0,3355,6.34,6.31,3.92
45189,0.51,Very Good,E,VS2,61.3,60.0,1656,5.11,5.16,3.15
47052,0.68,Very Good,E,SI2,63.1,54.5,1821,5.61,5.64,3.55
12566,1.1,Ideal,H,SI1,61.6,57.0,5278,6.63,6.61,4.08
45529,0.54,Ideal,G,VS1,61.4,57.0,1684,5.23,5.2,3.2
49301,0.31,Good,H,VS1,64.0,59.0,539,4.25,4.28,2.73
3046,0.27,Very Good,G,VVS1,62.9,55.0,566,4.12,4.15,2.6
42352,0.39,Ideal,E,VVS2,60.5,57.0,1300,4.72,4.74,2.86
39712,0.55,Good,I,SI1,57.7,61.0,1089,5.37,5.34,3.09
4304,1.01,Very Good,J,SI2,61.9,59.0,3592,6.34,6.38,3.94
10983,1.15,Ideal,H,SI1,63.0,57.0,4911,6.71,6.66,4.21
27658,2.42,Premium,J,VS2,61.3,59.0,18615,8.61,8.58,5.27
2918,0.91,Good,G,SI1,64.3,60.0,3286,6.12,6.04,3.91
6899,0.73,Ideal,D,VS2,60.7,57.0,4134,5.84,5.88,3.55
2672,0.7,Ideal,E,VVS2,62.8,56.0,3238,5.68,5.6,3.54
32567,0.38,Very Good,F,VS2,60.9,56.0,800,4.67,4.72,2.86
28535,0.42,Fair,D,SI1,64.7,61.0,675,4.7,4.73,3.05
40155,0.35,Premium,G,IF,59.1,59.0,1116,4.62,4.59,2.72
51382,0.7,Good,G,VS2,62.1,61.0,2367,5.68,5.69,3.53
4503,0.9,Premium,F,SI2,58.4,62.0,3629,6.37,6.34,3.71
6235,0.75,Very Good,E,VVS2,62.8,57.0,4005,5.74,5.78,3.62
21561,1.0,Premium,D,VVS2,61.3,58.0,9660,6.42,6.37,3.92
43929,0.3,Ideal,I,VVS2,62.1,56.0,515,4.29,4.31,2.67
41138,0.5,Good,G,SI1,63.6,55.0,1197,5.03,5.06,3.21
34431,0.3,Ideal,G,IF,62.1,53.0,863,4.3,4.33,2.68
9664,0.9,Very Good,E,VS2,63.0,57.0,4643,6.07,6.15,3.85
40370,0.46,Ideal,H,SI1,61.1,55.0,1130,4.97,5.01,3.05
32595,0.3,Ideal,F,VVS1,62.4,54.0,802,4.31,4.35,2.7
18727,1.2,Very Good,D,SI1,62.4,58.0,7646,6.75,6.78,4.23
166,0.73,Very Good,H,VVS1,60.4,59.0,2772,5.83,5.89,3.54
23177,1.5,Premium,G,VS2,58.4,58.0,11189,7.54,7.5,4.39
25448,1.5,Premium,F,VS2,61.5,58.0,14199,7.36,7.34,4.52
18676,1.34,Very Good,H,SI1,62.4,58.0,7636,6.98,7.02,4.37
12061,0.73,Ideal,F,VVS1,61.4,56.0,5154,5.8,5.81,3.56
13537,1.27,Premium,I,SI1,62.3,56.0,5547,6.93,6.85,4.29
50434,0.71,Premium,F,SI1,60.3,60.0,2262,5.76,5.79,3.48
27106,1.61,Ideal,F,VS1,62.0,55.0,17256,7.52,7.55,4.67
29632,0.23,Very Good,E,VS1,61.3,56.0,442,3.96,3.98,2.43
46760,0.65,Very Good,I,VVS1,61.8,56.0,1801,5.53,5.57,3.43
43979,0.36,Premium,E,SI2,61.5,61.0,518,4.63,4.57,2.83
50917,0.56,Ideal,F,VVS2,60.3,56.0,2318,5.39,5.35,3.24
41895,0.56,Very Good,E,SI2,63.5,57.0,1259,5.24,5.21,3.32
4013,0.9,Good,F,SI2,63.1,56.0,3519,6.12,6.18,3.88
34469,0.41,Very Good,E,VS2,59.7,58.0,866,4.79,4.82,2.87
9353,1.01,Ideal,I,SI1,62.4,56.0,4584,6.36,6.4,3.98
11652,1.01,Very Good,H,VS1,59.6,58.0,5055,6.46,6.5,3.86
14234,1.07,Ideal,D,SI1,61.8,55.0,5767,6.54,6.59,4.06
14559,1.0,Premium,D,SI1,62.5,59.0,5880,6.38,6.32,3.97
26268,1.68,Ideal,G,VS2,62.5,54.0,15740,7.61,7.64,4.76
28570,0.3,Ideal,H,VS1,62.9,57.0,675,4.29,4.26,2.69
27238,2.0,Ideal,I,VS1,62.0,57.0,17607,8.04,7.99,4.97
13779,1.52,Premium,J,SI1,60.4,59.0,5618,7.44,7.39,4.48
24089,1.61,Premium,D,SI1,59.0,60.0,12231,7.68,7.6,4.51
26163,2.0,Very Good,G,SI2,63.5,55.0,15485,8.03,7.93,5.07
50757,0.56,Ideal,G,IF,61.7,55.0,2298,5.29,5.34,3.28
46849,0.53,Ideal,F,VS1,62.3,55.0,1812,5.18,5.22,3.24
33836,0.34,Ideal,G,VVS1,60.5,55.0,844,4.53,4.56,2.75
12616,1.12,Premium,H,SI1,62.0,56.0,5291,6.68,6.61,4.12
39796,0.38,Ideal,D,VS1,62.4,56.0,1095,4.64,4.68,2.91
30065,0.3,Ideal,D,VS1,62.0,57.0,720,4.27,4.31,2.66
24634,1.53,Premium,E,SI1,61.3,59.0,12968,7.4,7.35,4.52
44901,0.5,Premium,E,VS2,62.6,60.0,1629,5.03,5.0,3.14
2892,0.91,Premium,I,VS2,63.0,58.0,3282,6.15,6.07,3.85
29089,0.34,Premium,H,VS2,59.0,59.0,689,4.61,4.55,2.7
50752,0.56,Ideal,F,VVS2,61.9,56.0,2298,5.28,5.32,3.28
49395,0.71,Fair,I,VS1,64.5,56.0,2104,5.61,5.56,3.6
17927,1.01,Ideal,E,VS2,59.3,57.0,7240,6.57,6.51,3.88
2064,0.32,Premium,G,VS2,62.1,60.0,561,4.34,4.39,2.71
16704,0.32,Ideal,J,VS1,61.3,57.0,421,4.41,4.43,2.71
40080,0.3,Premium,F,VVS1,61.8,59.0,1114,4.29,4.26,2.64
25135,2.01,Very Good,I,SI1,61.8,62.0,13691,7.98,8.07,4.96
53032,1.01,Premium,J,I1,60.7,59.0,2602,6.42,6.39,3.89
27836,0.31,Good,H,VS1,59.2,65.0,651,4.42,4.33,2.59
23044,1.11,Ideal,E,VVS2,62.9,55.0,11074,6.56,6.62,4.14
39908,0.5,Very Good,E,SI2,60.6,59.0,1104,5.07,5.12,3.09
41151,0.6,Fair,G,SI1,65.7,55.0,1197,5.31,5.23,3.46
43012,0.42,Ideal,E,VVS1,59.7,56.0,1369,4.91,4.88,2.92
30766,0.25,Premium,E,VVS1,62.9,59.0,740,4.02,3.99,2.52
7394,0.33,Premium,H,VS1,61.5,58.0,579,4.39,4.46,2.72
8476,1.01,Premium,F,SI2,62.2,59.0,4416,6.38,6.42,3.98
36962,0.41,Premium,G,VS1,61.9,60.0,961,4.76,4.7,2.93
14691,1.05,Premium,G,VS2,62.5,55.0,5927,6.59,6.54,4.1
29418,0.42,Ideal,H,SI1,62.7,56.0,700,4.76,4.78,2.99
34286,0.26,Very Good,H,VVS1,62.5,58.0,468,4.08,4.11,2.56
14612,1.01,Very Good,H,VS2,60.2,60.0,5897,6.46,6.5,3.9
23302,1.54,Ideal,G,SI1,61.5,55.0,11333,7.4,7.45,4.57
4574,0.92,Premium,G,SI2,58.4,58.0,3648,6.4,6.34,3.73
638,0.73,Premium,F,VS2,59.9,59.0,2841,5.87,5.77,3.5
36283,0.34,Premium,E,SI2,61.5,58.0,477,4.49,4.52,2.77
2549,0.83,Ideal,D,SI2,62.1,56.0,3207,6.0,6.04,3.74
40192,0.4,Good,G,IF,59.7,62.0,1120,4.75,4.8,2.85
51084,0.77,Very Good,F,SI2,59.7,57.0,2334,5.97,6.05,3.59
38878,0.4,Premium,D,VS2,59.1,57.0,1050,4.87,4.81,2.86
50340,0.64,Premium,D,VS2,60.9,59.0,2243,5.6,5.63,3.42
53670,0.74,Very Good,H,VS1,61.9,59.1,2709,5.74,5.77,3.56
26739,1.52,Good,F,VS1,63.4,60.0,16519,7.25,7.3,4.61
34223,0.38,Premium,G,SI1,60.0,60.0,855,4.72,4.65,2.81
38926,0.33,Premium,D,VVS2,60.4,60.0,1052,4.51,4.46,2.71
22777,1.6,Ideal,E,SI2,62.7,53.9,10798,7.43,7.49,4.68
7970,0.7,Ideal,D,VS1,61.5,57.0,4323,5.68,5.71,3.5
36357,0.34,Very Good,F,VVS1,61.0,56.0,939,4.52,4.53,2.76
21981,1.03,Ideal,F,VVS2,61.1,57.0,10049,6.51,6.54,3.99
16032,0.3,Premium,I,VS1,61.7,58.0,608,4.32,4.27,2.65
12834,1.5,Premium,J,SI2,61.3,59.0,5351,7.38,7.33,4.51
52540,0.71,Very Good,E,SI1,63.0,58.0,2531,5.68,5.72,3.59
14712,0.3,Ideal,F,VS2,61.3,55.0,605,4.3,4.32,2.64
11683,1.13,Ideal,G,SI2,61.1,54.0,5062,6.77,6.74,4.13
41396,0.53,Ideal,E,SI2,60.9,57.0,1223,5.21,5.23,3.18
41880,0.57,Premium,F,SI1,61.1,60.0,1257,5.44,5.33,3.24
1911,0.71,Ideal,H,VS2,61.8,55.0,3080,5.75,5.78,3.56
27285,2.56,Ideal,J,SI1,61.4,58.0,17753,8.73,8.76,5.37
17518,1.04,Premium,E,VS2,61.1,59.0,7047,6.54,6.56,4.0
35008,0.4,Very Good,F,SI1,63.3,58.0,882,4.72,4.69,2.98
8005,1.01,Premium,G,SI2,62.5,60.0,4327,6.39,6.34,3.98
13915,1.01,Ideal,H,SI1,61.2,56.0,5664,6.44,6.47,3.95
42305,0.5,Very Good,F,SI1,61.4,57.0,1295,5.08,5.12,3.13
29805,0.3,Premium,D,SI1,61.7,59.0,709,4.31,4.28,2.65
25875,2.47,Premium,I,SI2,62.5,56.0,14970,8.65,8.6,5.39
14627,1.01,Very Good,H,VS1,59.1,59.0,5904,6.5,6.59,3.87
13396,0.32,Ideal,G,VS1,61.9,55.0,602,4.4,4.42,2.73
1359,0.9,Good,F,SI2,64.2,62.0,2964,6.08,6.0,3.88
14750,1.5,Premium,H,SI2,60.2,59.0,5937,7.43,7.35,4.45
32827,0.34,Ideal,D,VS2,60.8,57.0,805,4.5,4.52,2.74
12401,1.12,Premium,D,SI2,60.5,59.0,5233,6.72,6.76,4.08
15475,1.05,Ideal,D,SI1,60.7,60.0,6196,6.52,6.56,3.97
32012,0.31,Ideal,D,VVS2,60.1,56.0,777,4.43,4.46,2.67
41514,0.44,Ideal,G,VVS1,61.8,55.0,1235,4.86,4.91,3.02
27216,1.59,Premium,E,VS1,61.2,58.0,17552,7.58,7.49,4.61
28587,0.3,Ideal,G,VS2,62.3,56.0,675,4.3,4.27,2.67
4312,0.9,Very Good,H,SI1,61.9,59.0,3595,6.17,6.21,3.83
23024,0.35,Ideal,E,SI2,61.4,56.0,630,4.55,4.51,2.78
5052,0.31,Premium,H,SI1,62.4,60.0,573,4.34,4.32,2.7
483,0.73,Good,E,SI1,63.6,57.0,2821,5.72,5.7,3.63
13643,1.24,Premium,F,SI2,62.8,60.0,5583,6.84,6.82,4.29
37676,0.7,Fair,F,I1,65.4,59.0,992,5.6,5.49,3.63
46052,0.54,Ideal,E,VS1,62.6,55.0,1732,5.2,5.22,3.26
33914,0.3,Premium,E,VS2,62.2,60.0,844,4.28,4.24,2.65
42457,0.5,Premium,E,SI1,60.2,58.0,1316,5.15,5.18,3.11
32826,0.34,Ideal,E,VS1,60.8,57.0,805,4.49,4.53,2.74
26269,2.0,Very Good,H,SI1,62.2,57.0,15745,7.97,8.08,4.99
2545,0.7,Ideal,G,VS1,61.2,56.0,3206,5.71,5.75,3.5
40343,0.33,Premium,E,IF,60.8,58.0,1129,4.46,4.49,2.72
37734,0.51,Fair,J,VS2,65.3,55.0,996,4.97,4.96,3.24
7116,1.01,Very Good,I,SI2,62.9,55.0,4171,6.37,6.42,4.02
809,0.71,Premium,D,SI1,59.7,59.0,2863,5.82,5.8,3.47
16697,0.32,Good,F,SI2,63.1,56.0,421,4.34,4.38,2.75
37401,0.46,Ideal,H,VS1,62.3,53.0,983,4.96,4.99,3.1
50065,0.56,Ideal,F,VVS2,61.2,57.0,2202,5.31,5.35,3.26
11628,1.01,Good,D,VS1,56.8,61.0,5050,6.5,6.45,3.68
35171,0.31,Ideal,G,IF,61.6,56.0,891,4.38,4.42,2.71
17961,2.0,Fair,F,I1,64.9,57.0,7258,7.99,7.82,5.14
32647,0.31,Ideal,H,VVS2,61.8,56.0,802,4.36,4.34,2.69
11828,1.0,Fair,D,SI1,67.3,57.0,5096,6.15,6.04,4.1
28010,0.3,Premium,E,VS2,60.7,59.0,658,4.3,4.33,2.62
34823,0.3,Ideal,H,VVS1,62.0,55.0,878,4.34,4.3,2.68
40060,0.46,Good,F,VS1,64.4,60.0,1113,4.88,4.9,3.15
20497,1.59,Premium,H,SI1,61.0,58.0,8829,7.58,7.51,4.6
44044,0.61,Very Good,G,SI1,59.7,63.0,1548,5.5,5.43,3.26
39150,0.55,Very Good,J,VS2,62.6,57.0,1062,5.17,5.21,3.25
48890,0.71,Premium,G,SI2,60.8,60.0,2039,5.74,5.78,3.5
